time,state_x_0,deriv_dx_0,C1_dq_0,R2_p0_e,R2_p0_f,C1_p0_e,C1_p0_f,j1_11_p0_e,j1_11_p0_f,j1_11_p1_e,j1_11_p1_f,j1_11_p2_e,j1_11_p2_f,SS3_p0_e,SS3_p0_f,C1_q_0,R2_p0_power,C1_p0_power,j1_11_p0_power,j1_11_p1_power,j1_11_p2_power,SS3_p0_power
2.0,-0.729329499512064,-0.2711207582338231,-0.0004502577458871393,0.27067050048793595,0.27067050048793595,0.729329499512064,0.27067050048793595,-1.0,-0.27067050048793595,0.27067050048793595,-0.27067050048793595,0.729329499512064,-0.27067050048793595,-1.0,0.27067050048793595,0.0,0.07326251983438974,0.19740798065354623,0.27067050048793595,-0.07326251983438974,-0.19740798065354623,-0.27067050048793595
2.1,-0.7550870920824817,-0.2453199244249733,-0.00040701650745500473,0.2449129079175183,0.2449129079175183,0.7550870920824817,0.2449129079175183,-1.0,-0.2449129079175183,0.2449129079175183,-0.2449129079175183,0.7550870920824817,-0.2449129079175183,-1.0,0.2449129079175183,0.0,0.0599823324646148,0.1849305754529035,0.2449129079175183,-0.0599823324646148,-0.1849305754529035,-0.2449129079175183
2.2,-0.7783934843970588,-0.22197438964742133,-0.00036787404448013206,0.2216065156029412,0.2216065156029412,0.7783934843970588,0.2216065156029412,-1.0,-0.2216065156029412,0.2216065156029412,-0.2216065156029412,0.7783934843970588,-0.2216065156029412,-1.0,0.2216065156029412,0.0,0.04910944775767662,0.17249706784526458,0.2216065156029412,-0.04910944775767662,-0.17249706784526458,-0.2216065156029412
2.3000000000000003,-0.799481970011966,-0.20085082734655213,-0.0003327973585180999,0.20051802998803403,0.20051802998803403,0.799481970011966,0.20051802998803403,-1.0,-0.20051802998803403,0.20051802998803403,-0.20051802998803403,0.799481970011966,-0.20051802998803403,-1.0,0.20051802998803403,0.0,0.04020748035028211,0.1603105496377519,0.20051802998803403,-0.04020748035028211,-0.1603105496377519,-0.20051802998803403
2.4000000000000004,-0.8185636498663693,-0.1817375426566925,-0.00030119252306182176,0.18143635013363069,0.18143635013363069,0.8185636498663693,0.18143635013363069,-1.0,-0.18143635013363069,0.18143635013363069,-0.18143635013363069,0.8185636498663693,-0.18143635013363069,-1.0,0.18143635013363069,0.0,0.03291914914981343,0.14851720098381727,0.18143635013363069,-0.03291914914981343,-0.14851720098381727,-0.18143635013363069
2.5,-0.8358294785433046,-0.1644430522866136,-0.00027253082991807176,0.16417052145669542,0.16417052145669542,0.8358294785433046,0.16417052145669542,-1.0,-0.16417052145669542,0.16417052145669542,-0.16417052145669542,0.8358294785433046,-0.16417052145669542,-1.0,0.16417052145669542,0.0,0.02695196011536329,0.13721856134133212,0.16417052145669542,-0.02695196011536329,-0.13721856134133212,-0.16417052145669542
2.6,-0.8514522603236918,-0.14879432565963047,-0.0002465859833222783,0.1485477396763082,0.1485477396763082,0.8514522603236918,0.1485477396763082,-1.0,-0.1485477396763082,0.1485477396763082,-0.1485477396763082,0.8514522603236918,-0.1485477396763082,-1.0,0.1485477396763082,0.0,0.022066430962940226,0.12648130871336796,0.1485477396763082,-0.022066430962940226,-0.12648130871336796,-0.1485477396763082
2.7,-0.8655883436752307,-0.13463473938887915,-0.00022308306410989687,0.13441165632476926,0.13441165632476926,0.8655883436752307,0.13441165632476926,-1.0,-0.13441165632476926,0.13441165632476926,-0.13441165632476926,0.8655883436752307,-0.13441165632476926,-1.0,0.13441165632476926,0.0,0.018066493355967883,0.11634516296880137,0.13441165632476926,-0.018066493355967883,-0.11634516296880137,-0.13441165632476926
2.8000000000000003,-0.8783792082014676,-0.12182262546480604,-0.00020183366627368748,0.12162079179853236,0.12162079179853236,0.8783792082014676,0.12162079179853236,-1.0,-0.12162079179853236,0.12162079179853236,-0.12162079179853236,0.8783792082014676,-0.12162079179853236,-1.0,0.12162079179853236,0.0,0.014791616997701956,0.1068291748008304,0.12162079179853236,-0.014791616997701956,-0.1068291748008304,-0.12162079179853236
2.9000000000000004,-0.8899528687681919,-0.11022972614198423,-0.00018259491017613705,0.11004713123180809,0.11004713123180809,0.8899528687681919,0.11004713123180809,-1.0,-0.11004713123180809,0.11004713123180809,-0.11004713123180809,0.8899528687681919,-0.11004713123180809,-1.0,0.11004713123180809,0.0,0.012110371092350792,0.0979367601394573,0.11004713123180809,-0.012110371092350792,-0.0979367601394573,-0.11004713123180809
3.0,-0.9004251534298645,-0.09974006079402464,-0.0001652142238892651,0.09957484657013549,0.09957484657013549,0.9004251534298645,0.09957484657013549,-1.0,-0.09957484657013549,0.09957484657013549,-0.09957484657013549,0.9004251534298645,-0.09957484657013549,-1.0,0.09957484657013549,0.0,0.009915150069466023,0.08965969650066946,0.09957484657013549,-0.009915150069466023,-0.08965969650066946,-0.09957484657013549
3.1,-0.9099008809269966,-0.09024864530743493,-0.00014952623443154067,0.09009911907300339,0.09009911907300339,0.9099008809269966,0.09009911907300339,-1.0,-0.09009911907300339,0.09009911907300339,-0.09009911907300339,0.9099008809269966,-0.09009911907300339,-1.0,0.09009911907300339,0.0,0.008117851257731243,0.08198126781527214,0.09009911907300339,-0.008117851257731243,-0.08198126781527214,-0.09009911907300339
3.2,-0.9184748824913515,-0.08166042735881529,-0.00013530985016663166,0.08152511750864855,0.08152511750864855,0.9184748824913515,0.08152511750864855,-1.0,-0.08152511750864855,0.08152511750864855,-0.08152511750864855,0.9184748824913515,-0.08152511750864855,-1.0,0.08152511750864855,0.0,0.006646344784798954,0.07487877272384959,0.08152511750864855,-0.006646344784798954,-0.07487877272384959,-0.08152511750864855
3.3000000000000003,-0.9262329663987596,-0.07388946848217248,-0.00012243488093210964,0.07376703360124037,0.07376703360124037,0.9262329663987596,0.07376703360124037,-1.0,-0.07376703360124037,0.07376703360124037,-0.07376703360124037,0.9262329663987596,-0.07376703360124037,-1.0,0.07376703360124037,0.0,0.005441575246326527,0.06832545835491384,0.07376703360124037,-0.005441575246326527,-0.06832545835491384,-0.07376703360124037
3.4000000000000004,-0.933252776187786,-0.06685800520426355,-0.00011078139204956372,0.06674722381221398,0.06674722381221398,0.933252776187786,0.06674722381221398,-1.0,-0.06674722381221398,0.06674722381221398,-0.06674722381221398,0.933252776187786,-0.06674722381221398,-1.0,0.06674722381221398,0.0,0.004455191886637786,0.0622920319255762,0.06674722381221398,-0.004455191886637786,-0.0622920319255762,-0.06674722381221398
3.5,-0.9396045674396125,-0.06049567036033743,-0.00010023779994994264,0.060395432560387485,0.060395432560387485,0.9396045674396125,0.060395432560387485,-1.0,-0.060395432560387485,0.060395432560387485,-0.060395432560387485,0.9396045674396125,-0.060395432560387485,-1.0,0.060395432560387485,0.0,0.0036476082741563128,0.05674782428623117,0.060395432560387485,-0.0036476082741563128,-0.05674782428623117,-0.060395432560387485
3.6,-0.9453519102598533,-0.054738772925576384,-9.068318542970744e-05,0.05464808974014668,0.05464808974014668,0.9453519102598533,0.05464808974014668,-1.0,-0.05464808974014668,0.05464808974014668,-0.05464808974014668,0.9453519102598533,-0.05464808974014668,-1.0,0.05464808974014668,0.0,0.0029864137122471244,0.051661676027899554,0.05464808974014668,-0.0029864137122471244,-0.051661676027899554,-0.05464808974014668
3.7,-0.9505523220247278,-0.04952972236414599,-8.204438887382537e-05,0.049447677975272164,0.049447677975272164,0.9505523220247278,0.049447677975272164,-1.0,-0.049447677975272164,0.049447677975272164,-0.049447677975272164,0.9505523220247278,-0.049447677975272164,-1.0,0.049447677975272164,0.0,0.002445072857146216,0.04700260511812595,0.049447677975272164,-0.002445072857146216,-0.04700260511812595,-0.049447677975272164
3.8000000000000003,-0.9552578547326827,-0.04481639514282154,-7.424987550419537e-05,0.044742145267317346,0.044742145267317346,0.9552578547326827,0.044742145267317346,-1.0,-0.044742145267317346,0.044742145267317346,-0.044742145267317346,0.9552578547326827,-0.044742145267317346,-1.0,0.044742145267317346,0.0,0.002001859563121728,0.04274028570419562,0.044742145267317346,-0.002001859563121728,-0.04274028570419562,-0.044742145267317346
3.9000000000000004,-0.9595156010532921,-0.040551589349517414,-6.719040280955824e-05,0.040484398946707856,0.040484398946707856,0.9595156010532921,0.040484398946707856,-1.0,-0.040484398946707856,0.040484398946707856,-0.040484398946707856,0.9595156010532921,-0.040484398946707856,-1.0,0.040484398946707856,0.0,0.0016389865580762,0.03884541238863166,0.040484398946707856,-0.0016389865580762,-0.03884541238863166,-0.040484398946707856
4.0,-0.9633681726025862,-0.036692626218716384,-6.079882130261005e-05,0.036631827397413774,0.036631827397413774,0.9633681726025862,0.036631827397413774,-1.0,-0.036631827397413774,0.036631827397413774,-0.036631827397413774,0.9633681726025862,-0.036631827397413774,-1.0,0.036631827397413774,0.0,0.0013418907784739143,0.03528993661893986,0.036631827397413774,-0.0013418907784739143,-0.03528993661893986,-0.036631827397413774
4.1000000000000005,-0.9668541262970355,-0.033200887357923925,-5.5013654959523706e-05,0.03314587370296451,0.03314587370296451,0.9668541262970355,0.03314587370296451,-1.0,-0.03314587370296451,0.03314587370296451,-0.03314587370296451,0.9668541262970355,-0.03314587370296451,-1.0,0.03314587370296451,0.0,0.0010986489435328745,0.032047224759431635,0.03314587370296451,-0.0010986489435328745,-0.032047224759431635,-0.03314587370296451
4.2,-0.9700083500741712,-0.03004142818638389,-4.9778260555077836e-05,0.02999164992582881,0.02999164992582881,0.9700083500741712,0.02999164992582881,-1.0,-0.02999164992582881,0.02999164992582881,-0.02999164992582881,0.9700083500741712,-0.02999164992582881,-1.0,0.02999164992582881,0.0,0.0008994990652734674,0.029092150860555343,0.02999164992582881,-0.0008994990652734674,-0.029092150860555343,-0.02999164992582881
4.3,-0.9728624119343123,-0.027182621231832904,-4.5033166145236336e-05,0.027137588065687668,0.027137588065687668,0.9728624119343123,0.027137588065687668,-1.0,-0.027137588065687668,0.027137588065687668,-0.027137588065687668,0.9728624119343123,-0.027137588065687668,-1.0,0.027137588065687668,0.0,0.0007364486860229537,0.026401139379664713,0.027137588065687668,-0.0007364486860229537,-0.026401139379664713,-0.027137588065687668
4.4,-0.9754448743205377,-0.024595867861208376,-4.074218174610067e-05,0.024555125679462275,0.024555125679462275,0.9754448743205377,0.024555125679462275,-1.0,-0.024555125679462275,0.024555125679462275,-0.024555125679462275,0.9754448743205377,-0.024555125679462275,-1.0,0.024555125679462275,0.0,0.0006029541971341876,0.02395217148232809,0.024555125679462275,-0.0006029541971341876,-0.02395217148232809,-0.024555125679462275
4.5,-0.977781585506554,-0.022255285233442557,-3.687073999669721e-05,0.02221841449344597,0.02221841449344597,0.977781585506554,0.02221841449344597,-1.0,-0.02221841449344597,0.02221841449344597,-0.02221841449344597,0.977781585506554,-0.02221841449344597,-1.0,0.02221841449344597,0.0,0.00049365794260257,0.0217247565508434,0.02221841449344597,-0.00049365794260257,-0.0217247565508434,-0.02221841449344597
4.6000000000000005,-0.9798959313672261,-0.020137434140912625,-3.336550813859418e-05,0.02010406863277392,0.02010406863277392,0.9798959313672261,0.02010406863277392,-1.0,-0.02010406863277392,0.02010406863277392,-0.02010406863277392,0.9798959313672261,-0.02010406863277392,-1.0,0.02010406863277392,0.0,0.0004041735755912842,0.019699895057182636,0.02010406863277392,-0.0004041735755912842,-0.019699895057182636,-0.02010406863277392
4.7,-0.9818090723347365,-0.018221119627339633,-3.0191962076209222e-05,0.018190927665263534,0.018190927665263534,0.9818090723347365,0.018190927665263534,-1.0,-0.018190927665263534,0.018190927665263534,-0.018190927665263534,0.9818090723347365,-0.018190927665263534,-1.0,0.018190927665263534,0.0,0.0003309098493228502,0.017860017815940685,0.018190927665263534,-0.0003309098493228502,-0.017860017815940685,-0.018190927665263534
4.800000000000001,-0.9835401552926941,-0.016487164041394387,-2.7319334088504732e-05,0.016459844707305882,0.016459844707305882,0.9835401552926941,0.016459844707305882,-1.0,-0.016459844707305882,0.016459844707305882,-0.016459844707305882,0.9835401552926941,-0.016459844707305882,-1.0,0.016459844707305882,0.0,0.00027092648778862546,0.016188918219517255,0.016459844707305882,-0.00027092648778862546,-0.016188918219517255,-0.016459844707305882
4.9,-0.9851065051430152,-0.014918214326838708,-2.4719469853939913e-05,0.014893494856984768,0.014893494856984768,0.9851065051430152,0.014893494856984768,-1.0,-0.014893494856984768,0.014893494856984768,-0.014893494856984768,0.9851065051430152,-0.014893494856984768,-1.0,0.014893494856984768,0.0,0.00022181618905503173,0.014671678667929736,0.014893494856984768,-0.00022181618905503173,-0.014671678667929736,-0.014893494856984768
5.0,-0.9865237981580618,-0.014172930150465663,-0.0006967283085275167,0.013476201841938207,0.013476201841938207,0.9865237981580618,0.013476201841938207,-1.0,-0.013476201841938207,0.013476201841938207,-0.013476201841938207,0.9865237981580618,-0.013476201841938207,-1.0,0.013476201841938207,0.0,0.0001816080160846587,0.013294593825853547,0.013476201841938207,-0.0001816080160846587,-0.013294593825853547,-0.013476201841938207
